UPC,Title,Description,Size,Count,Container,Dimensions,Claims,Source_Name,Breadcrumbs,Price,Image_URL,Source_Identifier
028400175357,Lay's Wavy Potato Chips (15.875 Ounce),"Add some delicious, crispy texture to your life with Lay's Wavy Potato Chips (15.875 oz.). The flavor of these chips is as rich as Lay's history: a potato chip company that has offered crisp, quality flavor to customers for over 75 years.
* Potato Chips, Original, Wavy, Mix and Match * No artificial flavors. Gluten free. No preservatives. No MSG. Yummy. Dippable. Deliciously. Tasty. fritolay.com. Lays.com. Facebook. Twitter. SmartLabel: Scan for more food information. 1-800-352-4477 call for more food information. Questions or comments? 1-800-352-4477 Mon-Fri 9:00 am to 4:30 pm CT email or chat at fritolay.com. Find us on Lays.com. Lays Smooth Ranch Dip; Lays French Onion Dip.",15.875 oz,1,bag,,Gluten-Free; No Artificial Flavors; No Preservatives; MSG-Free,MASKED,,,,
028400175357,Lay's Wavy Potato Chips (15.875 Ounce),"Add some delicious, crispy texture to your life with Lay's Wavy Potato Chips (15.875 oz.). The flavor of these chips is as rich as Lay's history: a potato chip company that has offered crisp, quality flavor to customers for over 75 years.
* Potato Chips, Original, Wavy, Mix and Match * No artificial flavors. Gluten free. No preservatives. No MSG. Yummy. Dippable. Deliciously. Tasty. fritolay.com. Lays.com. Facebook. Twitter. SmartLabel: Scan for more food information. 1-800-352-4477 call for more food information. Questions or comments? 1-800-352-4477 Mon-Fri 9:00 am to 4:30 pm CT email or chat at fritolay.com. Find us on Lays.com. Lays Smooth Ranch Dip; Lays French Onion Dip.",15.875 oz,1,bag,,Gluten-Free; No Artificial Flavors; No Preservatives; MSG-Free,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","20,4",https://i5.walmartimages.com/asr/1ab84951-595f-4f78-9716-0ed73f64c459_1.e8a81f4c6d442c2ec7d25ae7afaf7263.jpeg,535532231
028400175456,Lay's Potato Chips Limon Flavored 15 1/4 Oz,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",15.25 oz,1,bag,,,MASKED,,,,
028400175616,"Lay's Potato Chips, Chile Limon Flavored 15.25 oz","Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
Chili Limon
15.25 Ounce
",15.25 oz,1,bag,,,MASKED,,,,
028400175623,Lay's Potato Chips Flamin' Hot Flavored 15 1/4 Oz,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",15.25 oz,1,bag,,,MASKED,,,,
028400176224,Lay's Baked Potato Crisps Original 11.5 Oz,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",11.5 oz,1,bag,,,MASKED,,,,
028400179348,Lay's Classic Potato Chips Lightly Salted 15 1/2 Oz,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",15.5 oz,1,bag,,,MASKED,,,,
028400179362,Lay's Wavy Potato Chips Original 15.875 Oz Bag,,15.875 oz,1,bag,,,MASKED,,,,
028400179744,Lay's Party Size Cheddar & Sour Cream Flavored Potato Chips 14.75 oz,"It starts with farm-grown potatoes- cooked and seasoned to perfection. Then we add the tang of sour cream and sharp cheddar. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite. 
Includes 1 (12.5oz) bag of Lay's Potato Chips, Cheddar and Sour Cream flavor Tangy sour cream meets sharp cheddar in every crunchy bite made with farm-grown potatoes No artificial flavors or preservatives Shareable size is perfect for your next party or gathering. Try pairing with your favorite onion dip for a quick and easy appetizer Try packing about 16 Cheddar and Sour Cream potato chips in your next work or school lunch for just the right amount of cheesy, delicious flavor ['Contains: Milk', 'Features: No Artificial Flavors', 'Form: Chip', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Package type: Individual Item Multi-Serving', 'Net weight: 12.5 Ounces']",14.75 oz,1,bag,,No Artificial Flavors,MASKED,,,,
028400179744,Lay's Party Size Cheddar & Sour Cream Flavored Potato Chips 14.75 oz,"It starts with farm-grown potatoes- cooked and seasoned to perfection. Then we add the tang of sour cream and sharp cheddar. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite. 
Includes 1 (12.5oz) bag of Lay's Potato Chips, Cheddar and Sour Cream flavor Tangy sour cream meets sharp cheddar in every crunchy bite made with farm-grown potatoes No artificial flavors or preservatives Shareable size is perfect for your next party or gathering. Try pairing with your favorite onion dip for a quick and easy appetizer Try packing about 16 Cheddar and Sour Cream potato chips in your next work or school lunch for just the right amount of cheesy, delicious flavor ['Contains: Milk', 'Features: No Artificial Flavors', 'Form: Chip', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Package type: Individual Item Multi-Serving', 'Net weight: 12.5 Ounces']",14.75 oz,1,bag,,No Artificial Flavors,Target,Grocery > Grocery Deals,,,53711548
028400179744,Lay's Party Size Cheddar & Sour Cream Flavored Potato Chips 14.75 oz,"It starts with farm-grown potatoes- cooked and seasoned to perfection. Then we add the tang of sour cream and sharp cheddar. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite. 
Includes 1 (12.5oz) bag of Lay's Potato Chips, Cheddar and Sour Cream flavor Tangy sour cream meets sharp cheddar in every crunchy bite made with farm-grown potatoes No artificial flavors or preservatives Shareable size is perfect for your next party or gathering. Try pairing with your favorite onion dip for a quick and easy appetizer Try packing about 16 Cheddar and Sour Cream potato chips in your next work or school lunch for just the right amount of cheesy, delicious flavor ['Contains: Milk', 'Features: No Artificial Flavors', 'Form: Chip', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Package type: Individual Item Multi-Serving', 'Net weight: 12.5 Ounces']",14.75 oz,1,bag,,No Artificial Flavors,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","10,17",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Cheddar-Sour-Cream-Flavor-14-75-oz-Bag_eec2eb53-1cf2-4a4b-88d4-7a239ac6e452_1.1ed442180d3ef4131b5a32323c98cccb.jpeg,167930972
028400180542,"Lay's Lightly Salted Potato Chips, 9.5 Ounce (4 Pack)","It’s funny how something as simple as a bowl of chips can bring people together. Whether it’s party time or family time, everyone loves gathering around the chip bowl. With conversations swirling and laughter all around, each bag of LAY’S Lightly Salted Potato Chips is an opportunity to make memories. From the everyday snack to the impromptu get-togethers, LAY’S Lightly Salted Chips are the perfect addition to any occasion. And with LAY’S big bags you can share more delicious flavor by the handful.
Pack of four, 9.5 ounce (Total of 38 ounce). Lightly salted, original flavor potato chips in a convenient take-home package. 50% less sodium than Lay's Brand Classic Potato Chips *See Nutrition Panel for Details. Gluten free",9.5 oz,4,bag,6 x 5 x 4; inches,Gluten-Free,Amazon,Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato,"29,21",https://m.media-amazon.com/images/I/81G+o1m2ZiL._SL1500_.jpg,B00IHUP28A
028400183826,"Lay's Baked Original Potato Chips, 6.25 oz","Wherever celebrations and good times happen, the LAY'S® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face.  It all starts with farm-grown potatoes- cooked and seasoned to perfection. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite.
Includes 1 (6.25oz) bag of Lay's Oven Baked Potato Chips, Original flavor Oven baked potato chips made with real potatoes and sprinkled with just the right amount of sea salt, all with 65% less fat per serving than classic Lay's potato chips Satisfy your crispy chip craving without the fat Made with 120 calories per serving and contain 0g of trans fat, and no artificial flavors or preservatives Try packing about 17 chips in your next work or school lunch for just the right amount of smoky, tangy BBQ flavor ['Contains: Soy', 'May Contain: Wheat', 'Features: No Artificial Flavors, Colors or Preservatives', 'Dietary Needs: Gluten Free, 0 Grams Trans Fat, Certified Gluten Free', 'Form: Pieces', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Pre-package preparation: Baked', 'Package type: Individual Item Multi-Serving', 'Net weight: 6.25 Ounces']",6.25 oz,1,bag,,No Artificial Flavors; No Artificial Colors; No Preservatives; Gluten-Free; Trans-Fat-Free,MASKED,Snacks & Candy > Chips & Pretzels,,,57467
028400183826,"Lay's Baked Original Potato Chips, 6.25 oz","Wherever celebrations and good times happen, the LAY'S® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face.  It all starts with farm-grown potatoes- cooked and seasoned to perfection. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite.
Includes 1 (6.25oz) bag of Lay's Oven Baked Potato Chips, Original flavor Oven baked potato chips made with real potatoes and sprinkled with just the right amount of sea salt, all with 65% less fat per serving than classic Lay's potato chips Satisfy your crispy chip craving without the fat Made with 120 calories per serving and contain 0g of trans fat, and no artificial flavors or preservatives Try packing about 17 chips in your next work or school lunch for just the right amount of smoky, tangy BBQ flavor ['Contains: Soy', 'May Contain: Wheat', 'Features: No Artificial Flavors, Colors or Preservatives', 'Dietary Needs: Gluten Free, 0 Grams Trans Fat, Certified Gluten Free', 'Form: Pieces', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Pre-package preparation: Baked', 'Package type: Individual Item Multi-Serving', 'Net weight: 6.25 Ounces']",6.25 oz,1,bag,,No Artificial Flavors; No Artificial Colors; No Preservatives; Gluten-Free; Trans-Fat-Free,GiantFood,Global Primary Category > Snacks & Candy > Chips > Potato Chips > Plain & Regular Potato Chips,,,44935
028400183826,"Lay's Baked Original Potato Chips, 6.25 oz","Wherever celebrations and good times happen, the LAY'S® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face.  It all starts with farm-grown potatoes- cooked and seasoned to perfection. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite.
Includes 1 (6.25oz) bag of Lay's Oven Baked Potato Chips, Original flavor Oven baked potato chips made with real potatoes and sprinkled with just the right amount of sea salt, all with 65% less fat per serving than classic Lay's potato chips Satisfy your crispy chip craving without the fat Made with 120 calories per serving and contain 0g of trans fat, and no artificial flavors or preservatives Try packing about 17 chips in your next work or school lunch for just the right amount of smoky, tangy BBQ flavor ['Contains: Soy', 'May Contain: Wheat', 'Features: No Artificial Flavors, Colors or Preservatives', 'Dietary Needs: Gluten Free, 0 Grams Trans Fat, Certified Gluten Free', 'Form: Pieces', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Pre-package preparation: Baked', 'Package type: Individual Item Multi-Serving', 'Net weight: 6.25 Ounces']",6.25 oz,1,bag,,No Artificial Flavors; No Artificial Colors; No Preservatives; Gluten-Free; Trans-Fat-Free,Kroger,Snacks > Pantry > Potato Chips,,https://www.kroger.com/product/images/medium/front/0002840018382,0002840018382
028400183826,"Lay's Baked Original Potato Chips, 6.25 oz","Wherever celebrations and good times happen, the LAY'S® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face.  It all starts with farm-grown potatoes- cooked and seasoned to perfection. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite.
Includes 1 (6.25oz) bag of Lay's Oven Baked Potato Chips, Original flavor Oven baked potato chips made with real potatoes and sprinkled with just the right amount of sea salt, all with 65% less fat per serving than classic Lay's potato chips Satisfy your crispy chip craving without the fat Made with 120 calories per serving and contain 0g of trans fat, and no artificial flavors or preservatives Try packing about 17 chips in your next work or school lunch for just the right amount of smoky, tangy BBQ flavor ['Contains: Soy', 'May Contain: Wheat', 'Features: No Artificial Flavors, Colors or Preservatives', 'Dietary Needs: Gluten Free, 0 Grams Trans Fat, Certified Gluten Free', 'Form: Pieces', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Pre-package preparation: Baked', 'Package type: Individual Item Multi-Serving', 'Net weight: 6.25 Ounces']",6.25 oz,1,bag,,No Artificial Flavors; No Artificial Colors; No Preservatives; Gluten-Free; Trans-Fat-Free,Target,Grocery > Grocery Deals,,,14898251
028400183826,"Lay's Baked Original Potato Chips, 6.25 oz","Wherever celebrations and good times happen, the LAY'S® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face.  It all starts with farm-grown potatoes- cooked and seasoned to perfection. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite.
Includes 1 (6.25oz) bag of Lay's Oven Baked Potato Chips, Original flavor Oven baked potato chips made with real potatoes and sprinkled with just the right amount of sea salt, all with 65% less fat per serving than classic Lay's potato chips Satisfy your crispy chip craving without the fat Made with 120 calories per serving and contain 0g of trans fat, and no artificial flavors or preservatives Try packing about 17 chips in your next work or school lunch for just the right amount of smoky, tangy BBQ flavor ['Contains: Soy', 'May Contain: Wheat', 'Features: No Artificial Flavors, Colors or Preservatives', 'Dietary Needs: Gluten Free, 0 Grams Trans Fat, Certified Gluten Free', 'Form: Pieces', 'State of Readiness: Ready to Eat', 'Package Quantity: 1', 'Pre-package preparation: Baked', 'Package type: Individual Item Multi-Serving', 'Net weight: 6.25 Ounces']",6.25 oz,1,bag,,No Artificial Flavors; No Artificial Colors; No Preservatives; Gluten-Free; Trans-Fat-Free,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Potato Chips","3,5",https://i5.walmartimages.com/seo/Lay-s-Baked-Original-Potato-Chips-6-25-oz-Bag_3dd88216-b016-45a0-8865-56757663c951.7283362fbbe8476e80bc114e3aa581ac.jpeg,28403753
